,Country,EdLevel,YearsCodePro,Age,Gender,Salary
13859,United States of America,Bachelor’s degree,7.0,45-54 years old,Man,150000.0
13861,Israel,Less than a Bachelors,12.0,35-44 years old,Man,114792.0
13862,United States of America,Bachelor’s degree,25.0,55-64 years old,Man,120000.0
13868,Other,Less than a Bachelors,10.0,35-44 years old,Man,13668.0
13870,Germany,Post grad,30.0,55-64 years old,Man,102372.0
13873,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,80000.0
13874,United States of America,Less than a Bachelors,12.0,25-34 years old,Man,110000.0
13878,Austria,Less than a Bachelors,10.0,25-34 years old,Man,50544.0
13879,Poland,Less than a Bachelors,6.0,45-54 years old,Man,33300.0
13880,Poland,Master’s degree,5.0,25-34 years old,Man,33300.0
13888,Romania,Less than a Bachelors,1.0,18-24 years old,Man,11652.0
13890,Netherlands,Master’s degree,3.0,25-34 years old,Man,42657.0
13893,Canada,Less than a Bachelors,15.0,25-34 years old,Man,81207.0
13896,Belgium,Master’s degree,14.0,35-44 years old,Man,63984.0
13900,Other,Post grad,4.0,25-34 years old,Man,94230.0
13903,Romania,Bachelor’s degree,2.0,18-24 years old,Man,22620.0
13904,Italy,Bachelor’s degree,17.0,35-44 years old,Man,58654.0
13908,Argentina,Less than a Bachelors,5.0,25-34 years old,Man,27350.0
13910,Poland,Bachelor’s degree,4.0,25-34 years old,Man,97128.0
13911,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,25-34 years old,Man,188459.0
13917,Canada,Less than a Bachelors,4.0,35-44 years old,Man,70276.0
13918,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,90000.0
13926,United States of America,Master’s degree,5.0,25-34 years old,Man,165000.0
13927,Ukraine,Master’s degree,16.0,35-44 years old,Man,60924.0
13928,Portugal,Post grad,12.0,25-34 years old,Man,77628.0
13929,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,165000.0
13931,United States of America,Master’s degree,8.0,35-44 years old,Man,196000.0
13932,Sweden,Less than a Bachelors,8.0,25-34 years old,Man,68136.0
13934,United States of America,Master’s degree,34.0,65 years or older,Man,175000.0
13936,United States of America,Less than a Bachelors,0.5,18-24 years old,Man,10000.0
13944,Germany,Less than a Bachelors,0.5,18-24 years old,Man,36472.0
13947,United States of America,Less than a Bachelors,25.0,35-44 years old,Man,140000.0
13949,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,25-34 years old,Man,90460.0
13956,Czech Republic,Post grad,20.0,45-54 years old,Man,86607.0
13957,Switzerland,Master’s degree,12.0,35-44 years old,Man,186155.0
13958,India,Master’s degree,9.0,25-34 years old,Man,27729.0
13960,Other,Bachelor’s degree,13.0,25-34 years old,Man,35700.0
13961,United States of America,Bachelor’s degree,10.0,35-44 years old,Man,200000.0
13963,United States of America,Bachelor’s degree,0.5,18-24 years old,Man,25000.0
13966,United States of America,Bachelor’s degree,11.0,35-44 years old,Man,200000.0
13969,United States of America,Post grad,2.0,25-34 years old,Man,75000.0
13975,Israel,Bachelor’s degree,3.0,25-34 years old,Man,127344.0
13980,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,95000.0
13981,Canada,Bachelor’s degree,7.0,25-34 years old,Man,117126.0
13982,United States of America,Post grad,2.0,25-34 years old,Woman,90000.0
13988,France,Master’s degree,2.0,18-24 years old,Man,31992.0
13990,Other,Master’s degree,5.0,25-34 years old,Man,63984.0
13992,United States of America,Less than a Bachelors,2.0,35-44 years old,Man,100000.0
13993,Italy,Less than a Bachelors,4.0,18-24 years old,Man,47990.0
13996,Other,Master’s degree,10.0,35-44 years old,Man,43368.0
14000,"Iran, Islamic Republic of...",Bachelor’s degree,18.0,35-44 years old,Man,70920.0
14001,Netherlands,Master’s degree,25.0,35-44 years old,Man,83184.0
14002,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,120000.0
14004,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,95000.0
14006,Russian Federation,Bachelor’s degree,14.0,35-44 years old,Man,71688.0
14008,United States of America,Bachelor’s degree,6.0,45-54 years old,Man,136500.0
14010,Germany,Bachelor’s degree,8.0,25-34 years old,Man,47350.0
14011,United States of America,Bachelor’s degree,0.5,18-24 years old,Man,120000.0
14012,Poland,Master’s degree,5.0,25-34 years old,Man,34968.0
14014,United States of America,Less than a Bachelors,11.0,25-34 years old,Man,80000.0
14018,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,104000.0
14019,Sweden,Less than a Bachelors,9.0,35-44 years old,Man,60948.0
14025,Austria,Post grad,15.0,35-44 years old,Man,85315.0
14027,Other,Master’s degree,6.0,25-34 years old,Man,31416.0
14028,Brazil,Bachelor’s degree,5.0,25-34 years old,Man,12464.0
14030,France,Master’s degree,13.0,25-34 years old,Man,21329.0
14034,France,Master’s degree,2.0,35-44 years old,Man,51189.0
14036,United States of America,Master’s degree,7.0,35-44 years old,Man,190000.0
14042,Canada,Bachelor’s degree,22.0,45-54 years old,Man,85893.0
14043,Russian Federation,Less than a Bachelors,3.0,18-24 years old,Man,41556.0
14045,United Kingdom of Great Britain and Northern Ireland,Post grad,10.0,35-44 years old,Man,50256.0
14048,Netherlands,Less than a Bachelors,3.0,18-24 years old,Man,36259.0
14050,United States of America,Bachelor’s degree,15.0,35-44 years old,Man,110000.0
14053,Sweden,Less than a Bachelors,6.0,25-34 years old,Man,46320.0
14057,Norway,Master’s degree,11.0,35-44 years old,Man,124447.0
14058,United States of America,Bachelor’s degree,9.0,45-54 years old,Man,140000.0
14060,"Iran, Islamic Republic of...",Bachelor’s degree,5.0,25-34 years old,Man,53892.0
14062,Norway,Master’s degree,3.0,25-34 years old,Man,67409.0
14063,United States of America,Master’s degree,18.0,35-44 years old,Man,100000.0
14064,United States of America,Less than a Bachelors,8.0,35-44 years old,Man,175000.0
14066,Russian Federation,Less than a Bachelors,7.0,25-34 years old,Man,20784.0
14067,Romania,Bachelor’s degree,11.0,25-34 years old,Man,44796.0
14068,Poland,Master’s degree,8.0,25-34 years old,Man,43008.0
14069,United States of America,Master’s degree,5.0,25-34 years old,Man,135000.0
14070,United States of America,Bachelor’s degree,23.0,35-44 years old,Man,143800.0
14071,Spain,Post grad,6.0,35-44 years old,Man,43191.0
14072,Canada,Bachelor’s degree,7.0,55-64 years old,Man,23424.0
14075,United States of America,Bachelor’s degree,0.5,35-44 years old,Man,80000.0
14076,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,120000.0
14079,United States of America,Bachelor’s degree,3.0,35-44 years old,Man,117000.0
14080,New Zealand,Master’s degree,28.0,45-54 years old,Man,102933.0
14083,United States of America,Bachelor’s degree,14.0,35-44 years old,Man,192000.0
14084,Other,Less than a Bachelors,6.0,25-34 years old,Man,18000.0
14085,United States of America,Bachelor’s degree,18.0,35-44 years old,Man,180000.0
14086,New Zealand,Bachelor’s degree,3.0,25-34 years old,Man,64333.0
14087,"Iran, Islamic Republic of...",Bachelor’s degree,8.0,25-34 years old,Man,22980.0
14088,Brazil,Bachelor’s degree,15.0,25-34 years old,Man,38638.0
14091,United States of America,Bachelor’s degree,6.0,25-34 years old,Man,95000.0
14093,United States of America,Post grad,8.0,35-44 years old,Man,78000.0
14102,United Kingdom of Great Britain and Northern Ireland,Post grad,15.0,35-44 years old,Man,81666.0
14103,Germany,Master’s degree,14.0,35-44 years old,Man,76783.0
14104,Canada,Bachelor’s degree,8.0,25-34 years old,Man,156168.0
14106,Brazil,Bachelor’s degree,12.0,35-44 years old,Man,65592.0
14108,Brazil,Less than a Bachelors,3.0,25-34 years old,Man,62320.0
14110,Poland,Bachelor’s degree,2.0,18-24 years old,Man,27756.0
14112,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,120000.0
14113,Other,Bachelor’s degree,8.0,25-34 years old,Man,76340.0
14114,Other,Bachelor’s degree,4.0,25-34 years old,Man,21684.0
14116,India,Less than a Bachelors,6.0,25-34 years old,Man,36000.0
14117,United States of America,Less than a Bachelors,6.0,45-54 years old,Man,154000.0
14119,France,Less than a Bachelors,14.0,25-34 years old,Man,78916.0
14120,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,143000.0
14121,Other,Less than a Bachelors,3.0,35-44 years old,Man,28908.0
14122,Germany,Post grad,4.0,35-44 years old,Man,134445.0
14124,Canada,Master’s degree,9.0,25-34 years old,Man,109318.0
14125,Portugal,Master’s degree,1.0,25-34 years old,Man,25594.0
14126,Canada,Less than a Bachelors,8.0,45-54 years old,Woman,60812.0
14127,Spain,Less than a Bachelors,4.0,25-34 years old,Man,24528.0
14128,United States of America,Master’s degree,10.0,25-34 years old,Man,120000.0
14134,Brazil,Bachelor’s degree,3.0,25-34 years old,Man,12468.0
14139,Greece,Less than a Bachelors,6.0,25-34 years old,Man,23676.0
14141,United States of America,Master’s degree,5.0,25-34 years old,Man,108000.0
14142,United States of America,Bachelor’s degree,1.0,18-24 years old,Man,63800.0
14145,United Kingdom of Great Britain and Northern Ireland,Master’s degree,14.0,35-44 years old,Man,113075.0
14146,United States of America,Bachelor’s degree,17.0,35-44 years old,Man,135000.0
14147,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,170000.0
14148,United States of America,Bachelor’s degree,2.0,25-34 years old,Woman,54500.0
14150,United States of America,Bachelor’s degree,6.0,35-44 years old,Man,190000.0
14151,Spain,Master’s degree,4.0,25-34 years old,Man,42657.0
14152,Other,Less than a Bachelors,4.0,25-34 years old,Man,31992.0
14154,Netherlands,Less than a Bachelors,22.0,45-54 years old,Man,127972.0
14155,Netherlands,Master’s degree,2.0,25-34 years old,Man,31992.0
14158,Canada,Master’s degree,17.0,35-44 years old,Man,28116.0
14159,Ukraine,Master’s degree,5.0,18-24 years old,Woman,24000.0
14160,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,133700.0
14161,United Kingdom of Great Britain and Northern Ireland,Post grad,37.0,55-64 years old,Man,80409.0
14162,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,125000.0
14166,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,75000.0
14170,United States of America,Less than a Bachelors,27.0,45-54 years old,Man,180000.0
14173,France,Post grad,14.0,35-44 years old,Man,101312.0
14174,Germany,Less than a Bachelors,12.0,35-44 years old,Man,66120.0
14177,Other,Master’s degree,15.0,35-44 years old,Man,81900.0
14178,Other,Master’s degree,0.5,25-34 years old,Man,22800.0
14180,Mexico,Bachelor’s degree,2.0,25-34 years old,Man,18060.0
14181,Netherlands,Master’s degree,12.0,25-34 years old,Man,138637.0
14182,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,45-54 years old,Man,15077.0
14183,Brazil,Post grad,0.5,25-34 years old,Man,12468.0
14184,Other,Master’s degree,3.0,25-34 years old,Man,20400.0
14185,United States of America,Bachelor’s degree,5.0,25-34 years old,Woman,101000.0
14187,Portugal,Less than a Bachelors,13.0,25-34 years old,Man,29436.0
14189,Other,Bachelor’s degree,7.0,25-34 years old,Man,86400.0
14190,United States of America,Master’s degree,8.0,45-54 years old,Man,114400.0
14192,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,25-34 years old,Man,62820.0
14193,United States of America,Bachelor’s degree,22.0,35-44 years old,Man,130000.0
14194,Netherlands,Master’s degree,15.0,35-44 years old,Man,85315.0
14195,Brazil,Bachelor’s degree,10.0,25-34 years old,Man,33648.0
14196,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,95000.0
14200,Canada,Bachelor’s degree,17.0,35-44 years old,Man,97605.0
14203,France,Master’s degree,0.5,18-24 years old,Man,26880.0
14204,United States of America,Less than a Bachelors,24.0,35-44 years old,Man,200000.0
14205,United States of America,Bachelor’s degree,4.0,45-54 years old,Man,110000.0
14207,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,82000.0
14208,Turkey,Bachelor’s degree,3.0,18-24 years old,Man,37584.0
14209,Germany,Master’s degree,25.0,55-64 years old,Man,90647.0
14211,Germany,Master’s degree,10.0,35-44 years old,Man,90647.0
14212,Germany,Post grad,15.0,35-44 years old,Man,74651.0
14214,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,160000.0
14217,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,18-24 years old,Man,45230.0
14226,France,Master’s degree,7.0,25-34 years old,Man,53322.0
14227,Sweden,Less than a Bachelors,10.0,35-44 years old,Woman,55868.0
14228,Other,Bachelor’s degree,1.0,18-24 years old,Woman,63986.0
14231,Brazil,Less than a Bachelors,3.0,18-24 years old,Man,19944.0
14234,Canada,Bachelor’s degree,22.0,35-44 years old,Man,78084.0
14236,United States of America,Less than a Bachelors,5.0,25-34 years old,Man,85000.0
14238,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,70000.0
14239,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,127000.0
14240,United States of America,Less than a Bachelors,23.0,45-54 years old,Man,170000.0
14241,Other,Master’s degree,11.0,35-44 years old,Man,50124.0
14242,Sweden,Master’s degree,10.0,25-34 years old,Man,121894.0
14245,United States of America,Less than a Bachelors,20.0,45-54 years old,Man,200000.0
14253,United States of America,Post grad,32.0,55-64 years old,Man,89000.0
14255,Romania,Bachelor’s degree,13.0,25-34 years old,Man,64704.0
14256,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,25-34 years old,Man,74755.0
14259,United States of America,Bachelor’s degree,2.0,25-34 years old,Man,85000.0
14260,Switzerland,Bachelor’s degree,18.0,35-44 years old,Man,62052.0
14261,United States of America,Bachelor’s degree,16.0,35-44 years old,Man,140000.0
14262,Spain,Master’s degree,21.0,35-44 years old,Man,120507.0
14264,Israel,Less than a Bachelors,8.0,25-34 years old,Man,13751.0
14265,Other,Less than a Bachelors,25.0,35-44 years old,Man,62800.0
14266,United States of America,Bachelor’s degree,15.0,35-44 years old,Man,120000.0
14270,Canada,Less than a Bachelors,4.0,18-24 years old,Man,61218.0
14271,United States of America,Bachelor’s degree,15.0,35-44 years old,Man,108000.0
14272,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,105930.0
14275,Brazil,Less than a Bachelors,5.0,25-34 years old,Man,70629.0
14276,United States of America,Bachelor’s degree,1.0,18-24 years old,Man,72000.0
14277,India,Bachelor’s degree,4.0,25-34 years old,Man,17411.0
14278,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,35-44 years old,Man,106793.0
14279,Portugal,Bachelor’s degree,27.0,45-54 years old,Man,58654.0
14284,Germany,Bachelor’s degree,3.0,25-34 years old,Man,57588.0
14286,Other,Bachelor’s degree,20.0,35-44 years old,Man,78000.0
14287,Romania,Master’s degree,2.0,25-34 years old,Woman,12936.0
14288,Turkey,Less than a Bachelors,4.0,25-34 years old,Man,22548.0
14289,France,Master’s degree,12.0,25-34 years old,Man,106644.0
14292,United States of America,Bachelor’s degree,10.0,35-44 years old,Man,100000.0
14297,Spain,Less than a Bachelors,15.0,35-44 years old,Man,25596.0
14304,Other,Bachelor’s degree,2.0,35-44 years old,Man,19200.0
14308,Other,Post grad,18.0,35-44 years old,Man,29136.0
14313,Italy,Post grad,15.0,35-44 years old,Man,37325.0
14315,United States of America,Post grad,5.0,25-34 years old,Man,135000.0
14316,Poland,Bachelor’s degree,2.0,25-34 years old,Man,36072.0
